SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2024-25,Regular+Season,BOS,Boston Celtics,82,5.0,4.6,1.01,5.1,2.2,4.2,51.9,52.5,10.4,9.7,9.7,2.4,50.5,3.6
2024-25,Regular+Season,OKC,Oklahoma City Thunder,82,4.1,3.6,1.11,4.5,2.0,3.4,58.3,59.5,8.7,9.3,7.8,1.5,55.6,65.5
2024-25,Regular+Season,PHX,Phoenix Suns,82,4.0,3.7,1.13,4.5,1.9,3.2,60.0,60.2,11.2,9.7,10.9,1.5,57.8,75.9
2024-25,Playoffs,OKC,Oklahoma City Thunder,23,5.1,4.5,1.16,5.9,2.3,3.7,64.3,64.9,17.1,12.8,15.4,1.7,61.5,80.0
2024-25,Playoffs,NYK,New York Knicks,18,6.2,5.6,1.18,7.3,3.1,4.9,62.9,63.5,13.4,9.8,12.5,2.7,58.9,86.7
2024-25,Playoffs,DEN,Denver Nuggets,14,7.4,6.6,1.08,8.0,3.4,6.1,54.7,56.4,11.5,7.7,10.6,1.9,53.8,40.0
2024-25,Playoffs,MIN,Minnesota Timberwolves,15,6.7,6.1,1.01,6.7,2.7,5.5,50.0,50.6,14.0,5.0,14.0,1.0,54.0,20.0
2024-25,Playoffs,IND,Indiana Pacers,23,3.4,3.1,1.04,3.6,1.3,2.6,51.7,51.7,15.2,8.9,13.9,0.0,54.4,26.7
2024-25,Playoffs,GSW,Golden State Warriors,12,5.6,5.2,1.07,6.0,2.6,4.5,57.4,58.3,9.0,10.4,7.5,0.0,55.2,33.3
2024-25,Playoffs,BOS,Boston Celtics,11,5.6,5.4,1.11,6.3,2.6,4.6,56.9,56.9,12.9,9.7,12.9,4.8,54.8,46.7
2024-25,Playoffs,HOU,Houston Rockets,7,7.4,6.9,1.19,8.9,3.6,6.0,59.5,61.9,11.5,9.6,7.7,1.9,57.7,93.3
2024-25,Playoffs,CLE,Cleveland Cavaliers,9,5.1,4.6,1.15,5.9,2.4,4.1,59.5,60.8,10.9,10.9,10.9,2.2,56.5,73.3
2024-25,Playoffs,DET,Detroit Pistons,6,5.7,5.1,1.15,6.5,3.0,4.0,75.0,75.0,11.8,20.6,11.8,2.9,58.8,64.3
2024-25,Playoffs,LAC,LA Clippers,7,4.9,4.6,1.15,5.6,2.7,4.3,63.3,63.3,2.9,8.8,2.9,0.0,58.8,64.3
2024-25,Playoffs,ORL,Orlando Magic,5,7.2,6.9,0.81,5.8,2.4,5.6,42.9,42.9,11.1,11.1,8.3,0.0,44.4,0.0
