SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2016-17,Pre+Season,DAL,Dallas Mavericks,6,6.2,5.7,1.32,8.2,3.3,5.0,66.7,66.7,18.9,10.8,18.9,10.8,62.2,77.4
2016-17,Pre+Season,ORL,Orlando Magic,6,7.5,6.7,1.09,8.2,3.2,5.5,57.6,57.6,24.4,4.4,24.4,2.2,55.6,12.9
2016-17,Pre+Season,PHX,Phoenix Suns,6,6.8,5.6,1.10,7.5,3.0,5.5,54.5,54.5,17.1,4.9,17.1,2.4,56.1,19.4
2016-17,Pre+Season,MEM,Memphis Grizzlies,6,7.2,6.1,1.05,7.5,3.0,5.7,52.9,52.9,23.3,2.3,23.3,4.7,55.8,9.7
2016-17,Pre+Season,DET,Detroit Pistons,6,5.0,4.8,1.23,6.2,2.7,4.2,64.0,64.0,20.0,6.7,20.0,10.0,63.3,64.5
2016-17,Pre+Season,MIN,Minnesota Timberwolves,4,5.5,4.9,1.18,6.5,2.5,4.5,55.6,55.6,18.2,4.5,18.2,4.5,59.1,41.9
2016-17,Pre+Season,Madrid Real Madrid,Madrid Real Madrid,1,11.0,9.1,1.27,14.0,7.0,9.0,77.8,77.8,0.0,18.2,0.0,0.0,63.6,71.0
2016-17,Pre+Season,Buenos Aires San Lorenzo,Buenos Aires San Lorenzo,1,8.0,7.9,1.50,12.0,4.0,6.0,66.7,66.7,25.0,0.0,25.0,0.0,75.0,0.0
2016-17,Pre+Season,Barcelona FC Barcelona Lassa,Barcelona FC Barcelona Lassa,1,13.0,12.9,0.61,8.0,4.0,10.0,40.0,40.0,15.4,7.7,15.4,0.0,30.8,0.0
2016-17,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,1,8.0,7.1,0.75,6.0,3.0,6.0,50.0,50.0,12.5,12.5,12.5,0.0,37.5,0.0
2016-17,Pre+Season,Shanghai Shanghai Sharks,Shanghai Shanghai Sharks,1,4.0,3.5,1.00,4.0,2.0,4.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0
2016-17,Regular+Season,GSW,Golden State Warriors,82,13.6,12.3,1.33,18.1,7.7,11.1,69.9,69.9,15.9,6.6,15.4,4.1,67.5,93.1
2016-17,Regular+Season,DEN,Denver Nuggets,82,10.3,9.2,1.33,13.8,5.8,8.3,69.0,69.0,16.9,6.3,16.8,4.3,67.3,96.6
2016-17,Regular+Season,MIL,Milwaukee Bucks,82,10.3,9.8,1.30,13.3,5.5,8.3,66.4,66.4,18.0,5.7,17.5,4.8,66.1,79.3
2016-17,Regular+Season,HOU,Houston Rockets,82,8.3,7.4,1.38,11.5,5.1,6.9,73.2,73.2,16.5,6.7,16.5,6.6,68.5,100
2016-17,Regular+Season,UTA,Utah Jazz,82,9.2,9.0,1.24,11.4,4.6,7.3,62.9,62.9,18.8,6.0,18.8,4.8,62.6,41.4
2016-17,Regular+Season,CHA,Charlotte Hornets,82,8.7,8.2,1.29,11.1,4.5,7.1,63.3,63.3,17.5,4.5,17.3,4.2,64.4,69.0
2016-17,Regular+Season,PHI,Philadelphia 76ers,82,8.8,7.9,1.27,11.1,4.7,7.2,65.1,65.1,14.3,6.3,14.0,2.2,64.7,62.1
2016-17,Regular+Season,ATL,Atlanta Hawks,82,8.5,7.7,1.27,10.7,4.6,6.9,67.1,67.1,15.8,6.2,15.4,3.3,65.2,65.5
2016-17,Regular+Season,BOS,Boston Celtics,82,8.1,7.5,1.32,10.7,4.5,6.8,66.9,66.9,14.6,4.7,14.5,3.2,66.7,82.8
2016-17,Regular+Season,IND,Indiana Pacers,82,8.4,7.8,1.26,10.6,4.4,6.9,64.1,64.1,15.7,6.3,15.3,3.9,63.4,58.6
2016-17,Regular+Season,SAC,Sacramento Kings,82,9.1,8.6,1.15,10.4,4.6,7.7,60.0,60.0,11.4,7.0,11.1,3.1,58.7,6.9
2016-17,Regular+Season,NYK,New York Knicks,82,8.6,7.8,1.20,10.3,4.5,7.1,63.1,63.1,11.9,7.7,11.9,2.8,60.4,27.6
2016-17,Regular+Season,POR,Portland Trail Blazers,82,8.8,8.1,1.17,10.3,4.3,7.0,62.2,62.2,14.8,8.5,15.1,3.1,59.6,13.8
2016-17,Regular+Season,OKC,Oklahoma City Thunder,82,8.5,7.5,1.19,10.1,4.4,6.9,63.0,63.0,13.6,7.9,13.6,3.2,60.1,24.1
2016-17,Regular+Season,WAS,Washington Wizards,82,8.1,7.4,1.23,10.0,4.3,6.9,62.2,62.2,12.7,5.8,12.3,3.0,61.8,37.9
2016-17,Regular+Season,PHX,Phoenix Suns,82,8.0,6.9,1.24,9.9,4.0,6.4,62.9,62.9,18.4,5.2,18.1,3.8,63.7,44.8
2016-17,Regular+Season,LAL,Los Angeles Lakers,82,8.5,7.6,1.11,9.4,4.0,7.1,57.0,57.0,12.3,6.3,12.3,2.5,56.6,0.0
2016-17,Regular+Season,ORL,Orlando Magic,82,7.3,6.7,1.26,9.1,3.9,6.1,64.4,64.4,15.6,4.5,15.5,4.4,63.4,51.7
2016-17,Regular+Season,MIA,Miami Heat,82,7.7,7.2,1.18,9.1,4.0,6.4,62.4,62.4,13.1,7.1,12.8,3.3,59.9,17.2
2016-17,Regular+Season,MIN,Minnesota Timberwolves,82,7.3,6.8,1.24,9.1,4.0,6.1,64.6,64.6,13.0,7.3,13.3,4.5,62.0,48.3
2016-17,Regular+Season,SAS,San Antonio Spurs,82,7.2,6.7,1.26,9.0,3.8,5.9,64.2,64.2,15.2,6.0,15.2,4.1,64.2,55.2
2016-17,Regular+Season,MEM,Memphis Grizzlies,82,7.6,7.2,1.16,8.9,3.8,6.3,60.2,60.2,13.6,6.9,13.3,2.4,59.7,10.3
2016-17,Regular+Season,BKN,Brooklyn Nets,82,7.1,6.3,1.19,8.4,3.4,5.7,60.5,60.5,15.0,7.6,14.5,3.1,60.3,20.7
2016-17,Regular+Season,CLE,Cleveland Cavaliers,82,6.3,5.9,1.32,8.3,3.7,5.2,70.9,70.9,14.7,8.1,14.3,4.4,66.8,86.2
2016-17,Regular+Season,NOP,New Orleans Pelicans,82,6.9,6.3,1.21,8.3,3.4,5.5,61.1,61.1,17.3,6.0,16.5,3.9,61.6,31.0
2016-17,Regular+Season,CHI,Chicago Bulls,82,7.2,6.6,1.14,8.3,3.5,6.0,58.9,58.9,12.0,7.7,11.4,2.5,57.7,3.4
2016-17,Regular+Season,DET,Detroit Pistons,82,6.0,5.6,1.29,7.8,3.2,4.9,65.3,65.3,18.3,4.4,18.1,4.2,65.9,72.4
2016-17,Regular+Season,LAC,LA Clippers,82,5.9,5.5,1.32,7.7,3.1,4.4,70.2,70.2,23.5,7.1,22.5,5.6,68.5,89.7
2016-17,Regular+Season,DAL,Dallas Mavericks,82,5.8,5.7,1.29,7.5,3.0,4.7,65.3,65.3,17.6,4.9,17.6,3.6,66.1,75.9
2016-17,Regular+Season,TOR,Toronto Raptors,82,5.3,4.9,1.22,6.5,2.9,4.5,63.6,63.6,12.5,5.1,12.5,2.8,62.4,34.5
2016-17,Playoffs,GSW,Golden State Warriors,17,11.9,10.8,1.31,15.6,6.9,10.1,68.6,68.6,12.9,5.0,12.9,3.5,66.8,73.3
2016-17,Playoffs,BOS,Boston Celtics,18,8.2,7.8,1.39,11.3,4.9,6.9,70.4,70.4,17.7,1.4,17.7,4.1,71.4,100
2016-17,Playoffs,CLE,Cleveland Cavaliers,18,7.2,6.7,1.26,9.1,3.6,5.3,68.4,68.4,18.6,11.6,17.8,3.9,64.3,46.7
2016-17,Playoffs,SAS,San Antonio Spurs,16,6.0,5.5,1.32,7.9,3.4,4.9,68.4,68.4,15.6,7.3,14.6,5.2,66.7,80.0
2016-17,Playoffs,UTA,Utah Jazz,11,8.5,8.7,1.30,11.1,5.1,7.6,66.7,66.7,14.9,3.2,14.9,7.4,64.9,60.0
2016-17,Playoffs,WAS,Washington Wizards,13,7.0,6.3,1.21,8.5,3.6,5.6,64.4,64.4,15.4,8.8,16.5,5.5,61.5,33.3
2016-17,Playoffs,HOU,Houston Rockets,11,7.5,6.9,1.15,8.6,3.2,5.7,55.6,55.6,25.3,6.0,25.3,7.2,60.2,26.7
2016-17,Playoffs,TOR,Toronto Raptors,10,6.8,6.7,1.28,8.7,3.4,5.7,59.6,59.6,20.6,2.9,20.6,7.4,63.2,53.3
